Application_name,Benchmark_name,[1]- Total no of Return statement:,[2]- Total no of Control Statement:,[3]- Total no of Allocation instruction:,[4]- Total no of Load Instructions:,[5]- Total no of Store Instructions:,[6]- Total no of Multiplication (Float Datatype) Operation:,[7]- Total no of Addition(Integer Datatype) Instruction:,[8]- Total no of Multiplication(Integer Datatype) Instruction:,[9]- Total no of Division(Float Datatype) instruction:,[10]-Total no of Division(Integer Datatype) instruction: ,[11]-Total no of Condition Check instruction:,[12]-Total no of Addition(Float Datatype) instruction:,[13]-Total no of Addition(Integer Datatype) instruction:,[14]-Total no of Subtraction(Float Datatype) instruction:,[15]-Total no of Subtraction(Integer Datatype) instruction:,[16]-Total no of Function Call instruction:,[17]-Total no of Functions:,[18]-Total no of Blocks:,[19]-Total no of Instructions:,[20]-Total no of Float Operation:,[21]-Total no of Integer Operation:,[22]-Total no of Loop Operation:,[23]-Total no of Loop:,Data_size,Base Clock (Ghz),Boost Clock (Ghz),Total Cores (#),Memory Size (GB),Memory bandwidth (GB/s),Performance (Single Precision) (GFLOPS),Instruction per cycle (#),Memory Speed (Ghz/Gbps),Execution Time in Seconds,System,System
BinomialOption ,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,512,3.2,3.4,16,8,25.6,409.6,32,1.6,0.265692949295,760_CPU_Execution_time,5
BinomialOption ,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,512,0.993,1.003,384,2,28.8,762,2,1.8,0.266510009766,740_2_GPU_Execution_time,4
BitonicSort ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,2097152,0.993,1.003,384,2,28.8,762,2,1.8,0.266571998596,740_2_GPU_Execution_time,4
DCT ,amd,2,17,1,5,9,1,3,1,1,1,15,1,3,1,4,2,5,18,150,1,28,1,1,512,3.4,4,32,4,34.1,870.4,32,2.133,0.26760602,740_1_CPU_Execution_time,1
PrefixSum ,amd,2,25,0,10,7,0,3,1,0,0,9,3,3,0,4,5,6,27,103,2,121,0,3,125,0.98,1.033,1152,2,192.2,2257.9,2,6,0.26850104332,760_GPU_Execution_time,6
FloydWarshall ,amd,1,2,0,3,2,0,2,1,0,0,1,0,2,0,0,0,3,3,19,0,55,0,1,512,0.993,1.003,384,2,28.8,762,2,1.8,0.271854877472,740_2_GPU_Execution_time,4
PrefixSum ,amd,2,25,0,10,7,0,3,1,0,0,9,3,3,0,4,5,6,27,103,2,121,0,3,250,3.4,4,32,4,34.1,870.4,32,2.133,0.2721970081,740_1_CPU_Execution_time,1
gramschmidt,polybench,3,16,0,9,5,0,8,6,1,0,6,0,8,1,0,4,7,19,84,11,196,0,0,512,0.98,1.033,1152,2,192.2,2257.9,2,6,0.2730500698,760_GPU_Execution_time,6
gesummv,polybench,1,5,0,8,3,1,1,0,0,0,2,0,1,0,0,3,4,6,29,8,22,0,0,4096,3.4,4,32,4,34.1,870.4,32,2.133,0.273844003677,740_2_CPU_Execution_time,3
MatrixMultiplication,amd,3,18,2,6,10,2,4,2,2,2,16,2,4,2,5,3,6,19,151,2,29,2,2,2048,3.4,4,32,4,34.1,870.4,32,2.133,0.2749388218,740_1_CPU_Execution_time,1
2mm,polybench,2,12,0,6,2,0,4,2,0,0,6,0,4,0,0,2,5,14,50,9,85,0,0,512,0.993,1.003,384,2,28.8,762,2,1.8,0.2752041817,740_1_GPU_Execution_time,2
MatrixMultiplication,amd,3,18,2,6,10,2,4,2,2,2,16,2,4,2,5,3,6,19,151,2,29,2,2,5120,3.4,4,32,4,34.1,870.4,32,2.133,0.2758169174,740_1_CPU_Execution_time,1
PrefixSum ,amd,2,25,0,10,7,0,3,1,0,0,9,3,3,0,4,5,6,27,103,2,121,0,3,2000,3.4,4,32,4,34.1,870.4,32,2.133,0.275981903076,740_2_CPU_Execution_time,3
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,262144,0.993,1.003,384,2,28.8,762,2,1.8,0.276291131973,740_2_GPU_Execution_time,4
DCT ,amd,2,17,1,5,9,1,3,1,1,1,15,1,3,1,4,2,5,18,150,1,28,1,1,512,0.98,1.033,1152,2,192.2,2257.9,2,6,0.276741981506,760_GPU_Execution_time,6
MatrixMultiplication,amd,3,18,2,6,10,2,4,2,2,2,16,2,4,2,5,3,6,19,151,2,29,2,2,1024,3.4,4,32,4,34.1,870.4,32,2.133,0.2768750191,740_1_CPU_Execution_time,1
2mm,polybench,2,12,0,6,2,0,4,2,0,0,6,0,4,0,0,2,5,14,50,9,85,0,0,1024,3.2,3.4,16,8,25.6,409.6,32,1.6,0.2772991657,760_CPU_Execution_time,5
fdtd2d,polybench,3,12,0,12,4,0,4,1,0,0,6,1,4,4,0,3,6,15,72,11,225,0,0,1024,0.98,1.033,1152,2,192.2,2257.9,2,6,0.2773060799,760_GPU_Execution_time,6
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,262144,3.2,3.4,16,8,25.6,409.6,32,1.6,0.277548789978,760_CPU_Execution_time,5
PrefixSum ,amd,2,25,0,10,7,0,3,1,0,0,9,3,3,0,4,5,6,27,103,2,121,0,3,1000,3.4,4,32,4,34.1,870.4,32,2.133,0.277972221375,740_2_CPU_Execution_time,3
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,8192,3.4,4,32,4,34.1,870.4,32,2.133,0.278665065765,740_2_CPU_Execution_time,3
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,225,3.4,4,32,4,34.1,870.4,32,2.133,0.2796161175,740_1_CPU_Execution_time,1
MatrixMultiplication,amd,3,18,2,6,10,2,4,2,2,2,16,2,4,2,5,3,6,19,151,2,29,2,2,4096,3.4,4,32,4,34.1,870.4,32,2.133,0.2796261311,740_1_CPU_Execution_time,1
BinomialOption ,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,16384,3.4,4,32,4,34.1,870.4,32,2.133,0.2806289196,740_1_CPU_Execution_time,1
atax,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,60,0,0,4096,3.4,4,32,4,34.1,870.4,32,2.133,0.280894994736,740_2_CPU_Execution_time,3
MatrixMultiplication,amd,3,18,2,6,10,2,4,2,2,2,16,2,4,2,5,3,6,19,151,2,29,2,2,2048,3.4,4,32,4,34.1,870.4,32,2.133,0.281229019165,740_2_CPU_Execution_time,3
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,4096,3.4,4,32,4,34.1,870.4,32,2.133,0.2852940559,740_1_CPU_Execution_time,1
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,4096,3.4,4,32,4,34.1,870.4,32,2.133,0.2866499424,740_1_CPU_Execution_time,1
FloydWarshall ,amd,1,2,0,3,2,0,2,1,0,0,1,0,2,0,0,0,3,3,19,0,55,0,1,512,3.4,4,32,4,34.1,870.4,32,2.133,0.286659955978,740_2_CPU_Execution_time,3
PrefixSum ,amd,2,25,0,10,7,0,3,1,0,0,9,3,3,0,4,5,6,27,103,2,121,0,3,250,3.4,4,32,4,34.1,870.4,32,2.133,0.288341999054,740_2_CPU_Execution_time,3
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,2097152,3.2,3.4,16,8,25.6,409.6,32,1.6,0.288622140884,760_CPU_Execution_time,5
BlackScholesDP ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,4194304,0.98,1.033,1152,2,192.2,2257.9,2,6,0.288719892502,760_GPU_Execution_time,6
PrefixSum ,amd,2,25,0,10,7,0,3,1,0,0,9,3,3,0,4,5,6,27,103,2,121,0,3,500,3.4,4,32,4,34.1,870.4,32,2.133,0.289170026779,740_2_CPU_Execution_time,3
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,512,0.98,1.033,1152,2,192.2,2257.9,2,6,0.2902989388,760_GPU_Execution_time,6
PrefixSum ,amd,2,25,0,10,7,0,3,1,0,0,9,3,3,0,4,5,6,27,103,2,121,0,3,2000,3.2,3.4,16,8,25.6,409.6,32,1.6,0.290599107742,760_CPU_Execution_time,5
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,4096,3.4,4,32,4,34.1,870.4,32,2.133,0.291486978531,740_2_CPU_Execution_time,3
BinomialOption ,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,512,0.98,1.033,1152,2,192.2,2257.9,2,6,0.291530847549,760_GPU_Execution_time,6
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,4096,3.2,3.4,16,8,25.6,409.6,32,1.6,0.2919409275,760_CPU_Execution_time,5
PrefixSum ,amd,2,25,0,10,7,0,3,1,0,0,9,3,3,0,4,5,6,27,103,2,121,0,3,500,3.2,3.4,16,8,25.6,409.6,32,1.6,0.292211055756,760_CPU_Execution_time,5
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,2097152,3.4,4,32,4,34.1,870.4,32,2.133,0.293797016144,740_2_CPU_Execution_time,3
gramschmidt,polybench,3,16,0,9,5,0,8,6,1,0,6,0,8,1,0,4,7,19,84,11,196,0,0,512,0.993,1.003,384,2,28.8,762,2,1.8,0.2945010662,740_1_GPU_Execution_time,2
PrefixSum ,amd,2,25,0,10,7,0,3,1,0,0,9,3,3,0,4,5,6,27,103,2,121,0,3,1000,3.2,3.4,16,8,25.6,409.6,32,1.6,0.295696973801,760_CPU_Execution_time,5
2mm,polybench,2,12,0,6,2,0,4,2,0,0,6,0,4,0,0,2,5,14,50,9,85,0,0,1024,0.993,1.003,384,2,28.8,762,2,1.8,0.2961759567,740_1_GPU_Execution_time,2
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,300,0.98,1.033,1152,2,192.2,2257.9,2,6,0.2968270779,760_GPU_Execution_time,6
MatrixMultiplication,amd,3,18,2,6,10,2,4,2,2,2,16,2,4,2,5,3,6,19,151,2,29,2,2,4096,3.4,4,32,4,34.1,870.4,32,2.133,0.296933889389,740_2_CPU_Execution_time,3
MatrixMultiplication,amd,3,18,2,6,10,2,4,2,2,2,16,2,4,2,5,3,6,19,151,2,29,2,2,5120,3.4,4,32,4,34.1,870.4,32,2.133,0.297039031982,740_2_CPU_Execution_time,3
matvecmul,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,2,63,0,0,8192,3.2,3.4,16,8,25.6,409.6,32,1.6,0.3001191616,760_CPU_Execution_time,5
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,8192,0.993,1.003,384,2,28.8,762,2,1.8,0.301659107208,740_2_GPU_Execution_time,4
mvt,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,56,0,0,512,0.993,1.003,384,2,28.8,762,2,1.8,0.3018960953,740_1_GPU_Execution_time,2
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,4096,3.4,4,32,4,34.1,870.4,32,2.133,0.303729057312,740_2_CPU_Execution_time,3
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,6553600,0.98,1.033,1152,2,192.2,2257.9,2,6,0.303731203079,760_GPU_Execution_time,6
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,262144,0.98,1.033,1152,2,192.2,2257.9,2,6,0.304080963135,760_GPU_Execution_time,6
mvt,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,56,0,0,512,3.4,4,32,4,34.1,870.4,32,2.133,0.3044581413,740_1_CPU_Execution_time,1
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,50,0.993,1.003,384,2,28.8,762,2,1.8,0.30459690094,740_2_GPU_Execution_time,4
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,1024,0.993,1.003,384,2,28.8,762,2,1.8,0.3047552109,740_1_GPU_Execution_time,2
BinomialOptionMultiGPU,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,16384,3.4,4,32,4,34.1,870.4,32,2.133,0.3053200245,740_1_CPU_Execution_time,1
BinomialOption ,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,512,3.4,4,32,4,34.1,870.4,32,2.133,0.3061778545,740_1_CPU_Execution_time,1
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,4194304,3.4,4,32,4,34.1,870.4,32,2.133,0.3065550327,740_1_CPU_Execution_time,1
MatrixMultiplication,amd,3,18,2,6,10,2,4,2,2,2,16,2,4,2,5,3,6,19,151,2,29,2,2,1024,3.4,4,32,4,34.1,870.4,32,2.133,0.308382987976,740_2_CPU_Execution_time,3
gramschmidt,polybench,3,16,0,9,5,0,8,6,1,0,6,0,8,1,0,4,7,19,84,11,196,0,0,512,0.993,1.003,384,2,28.8,762,2,1.8,0.308698892593,740_2_GPU_Execution_time,4
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,8388608,0.98,1.033,1152,2,192.2,2257.9,2,6,0.31126999855,760_GPU_Execution_time,6
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,250,3.4,4,32,4,34.1,870.4,32,2.133,0.311272859573,740_2_CPU_Execution_time,3
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,250,3.4,4,32,4,34.1,870.4,32,2.133,0.3114550114,740_1_CPU_Execution_time,1
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,8388608,0.993,1.003,384,2,28.8,762,2,1.8,0.311746120453,740_2_GPU_Execution_time,4
BinomialOptionMultiGPU,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,16384,3.4,4,32,4,34.1,870.4,32,2.133,0.312190055847,740_2_CPU_Execution_time,3
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,262144,3.4,4,32,4,34.1,870.4,32,2.133,0.312399864197,740_2_CPU_Execution_time,3
FastWalshTransform ,amd,1,8,0,2,4,0,2,2,0,0,3,0,2,0,2,1,4,9,40,0,59,0,0,32768,0.993,1.003,384,2,28.8,762,2,1.8,0.313226938248,740_2_GPU_Execution_time,4
PrefixSum ,amd,2,25,0,10,7,0,3,1,0,0,9,3,3,0,4,5,6,27,103,2,121,0,3,250,3.2,3.4,16,8,25.6,409.6,32,1.6,0.315133094788,760_CPU_Execution_time,5
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,8388608,0.993,1.003,384,2,28.8,762,2,1.8,0.315390825272,740_2_GPU_Execution_time,4
MatrixMultiplication,amd,3,18,2,6,10,2,4,2,2,2,16,2,4,2,5,3,6,19,151,2,29,2,2,4096,3.2,3.4,16,8,25.6,409.6,32,1.6,0.315635919571,760_CPU_Execution_time,5
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,4194304,3.4,4,32,4,34.1,870.4,32,2.133,0.315962076187,740_2_CPU_Execution_time,3
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,8192,3.4,4,32,4,34.1,870.4,32,2.133,0.316298007965,740_2_CPU_Execution_time,3
MatrixMultiplication,amd,3,18,2,6,10,2,4,2,2,2,16,2,4,2,5,3,6,19,151,2,29,2,2,5120,3.2,3.4,16,8,25.6,409.6,32,1.6,0.316436052322,760_CPU_Execution_time,5
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,8388608,0.98,1.033,1152,2,192.2,2257.9,2,6,0.316443920135,760_GPU_Execution_time,6
syr2k,polybench,1,6,0,6,2,4,2,0,0,0,3,1,2,0,0,1,4,7,35,6,31,0,0,512,0.993,1.003,384,2,28.8,762,2,1.8,0.3169219494,740_1_GPU_Execution_time,2
PrefixSum ,amd,2,25,0,10,7,0,3,1,0,0,9,3,3,0,4,5,6,27,103,2,121,0,3,125,3.2,3.4,16,8,25.6,409.6,32,1.6,0.316943883896,760_CPU_Execution_time,5
2mm,polybench,2,12,0,6,2,0,4,2,0,0,6,0,4,0,0,2,5,14,50,9,85,0,0,1024,0.993,1.003,384,2,28.8,762,2,1.8,0.317434072495,740_2_GPU_Execution_time,4
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,6553600,0.993,1.003,384,2,28.8,762,2,1.8,0.32049703598,740_2_GPU_Execution_time,4
BitonicSort ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,2097152,3.4,4,32,4,34.1,870.4,32,2.133,0.321275949478,740_2_CPU_Execution_time,3
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,8388608,3.4,4,32,4,34.1,870.4,32,2.133,0.3213849068,740_1_CPU_Execution_time,1
MatrixMultiplication,amd,3,18,2,6,10,2,4,2,2,2,16,2,4,2,5,3,6,19,151,2,29,2,2,1024,3.2,3.4,16,8,25.6,409.6,32,1.6,0.321605920792,760_CPU_Execution_time,5
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,512,3.2,3.4,16,8,25.6,409.6,32,1.6,0.3217468262,760_CPU_Execution_time,5
MatrixMultiplication,amd,3,18,2,6,10,2,4,2,2,2,16,2,4,2,5,3,6,19,151,2,29,2,2,2048,3.2,3.4,16,8,25.6,409.6,32,1.6,0.321794033051,760_CPU_Execution_time,5
correlation,polybench,4,26,0,14,12,1,21,5,3,0,9,1,21,2,0,4,8,30,136,16,294,6,6,512,0.98,1.033,1152,2,192.2,2257.9,2,6,0.3251371384,760_GPU_Execution_time,6
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,128,0.993,1.003,384,2,28.8,762,2,1.8,0.325371980667,740_2_GPU_Execution_time,4
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,300,0.993,1.003,384,2,28.8,762,2,1.8,0.3255019188,740_1_GPU_Execution_time,2
BitonicSort ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,2097152,3.4,4,32,4,34.1,870.4,32,2.133,0.3260998726,740_1_CPU_Execution_time,1
covariance,polybench,3,18,0,9,7,0,15,4,1,0,7,1,15,1,0,1,6,21,84,9,141,5,5,512,0.98,1.033,1152,2,192.2,2257.9,2,6,0.326305151,760_GPU_Execution_time,6
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,1024,3.4,4,32,4,34.1,870.4,32,2.133,0.32867193222,740_2_CPU_Execution_time,3
matvecmul,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,2,63,0,0,8192,0.98,1.033,1152,2,192.2,2257.9,2,6,0.3295269012,760_GPU_Execution_time,6
BinomialOption ,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,16384,3.4,4,32,4,34.1,870.4,32,2.133,0.331032991409,740_2_CPU_Execution_time,3
mvt,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,56,0,0,512,3.4,4,32,4,34.1,870.4,32,2.133,0.33606004715,740_2_CPU_Execution_time,3
BlackScholesDP ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,4194304,0.993,1.003,384,2,28.8,762,2,1.8,0.336395978928,740_2_GPU_Execution_time,4
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,2048,0.993,1.003,384,2,28.8,762,2,1.8,0.3387858868,740_1_GPU_Execution_time,2
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,8388608,3.2,3.4,16,8,25.6,409.6,32,1.6,0.34032702446,760_CPU_Execution_time,5
PrefixSum ,amd,2,25,0,10,7,0,3,1,0,0,9,3,3,0,4,5,6,27,103,2,121,0,3,125,3.4,4,32,4,34.1,870.4,32,2.133,0.3405849934,740_1_CPU_Execution_time,1
mvt,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,56,0,0,4096,3.4,4,32,4,34.1,870.4,32,2.133,0.3432638645,740_1_CPU_Execution_time,1
syr2k,polybench,1,6,0,6,2,4,2,0,0,0,3,1,2,0,0,1,4,7,35,6,31,0,0,512,0.993,1.003,384,2,28.8,762,2,1.8,0.344967126846,740_2_GPU_Execution_time,4
mvt,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,56,0,0,4096,3.4,4,32,4,34.1,870.4,32,2.133,0.345390081406,740_2_CPU_Execution_time,3
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,8388608,3.4,4,32,4,34.1,870.4,32,2.133,0.3459730148,740_1_CPU_Execution_time,1
PrefixSum ,amd,2,25,0,10,7,0,3,1,0,0,9,3,3,0,4,5,6,27,103,2,121,0,3,125,3.4,4,32,4,34.1,870.4,32,2.133,0.352275133133,740_2_CPU_Execution_time,3
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,4194304,3.2,3.4,16,8,25.6,409.6,32,1.6,0.352483034134,760_CPU_Execution_time,5
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,8192,0.98,1.033,1152,2,192.2,2257.9,2,6,0.3530938625,760_GPU_Execution_time,6
atax,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,60,0,0,8192,0.98,1.033,1152,2,192.2,2257.9,2,6,0.3544530869,760_GPU_Execution_time,6
covariance,polybench,3,18,0,9,7,0,15,4,1,0,7,1,15,1,0,1,6,21,84,9,141,5,5,512,0.993,1.003,384,2,28.8,762,2,1.8,0.3549740314,740_1_GPU_Execution_time,2
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,300,0.993,1.003,384,2,28.8,762,2,1.8,0.356856107712,740_2_GPU_Execution_time,4
BlackScholesDP ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,262144,0.993,1.003,384,2,28.8,762,2,1.8,0.359632968903,740_2_GPU_Execution_time,4
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,6553600,3.4,4,32,4,34.1,870.4,32,2.133,0.3604109287,740_1_CPU_Execution_time,1
2mm,polybench,2,12,0,6,2,0,4,2,0,0,6,0,4,0,0,2,5,14,50,9,85,0,0,1536,0.98,1.033,1152,2,192.2,2257.9,2,6,0.3610551357,760_GPU_Execution_time,6
BlackScholesDP ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,6553600,0.98,1.033,1152,2,192.2,2257.9,2,6,0.363473176956,760_GPU_Execution_time,6
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,8388608,3.4,4,32,4,34.1,870.4,32,2.133,0.366285085678,740_2_CPU_Execution_time,3
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,8388608,0.993,1.003,384,2,28.8,762,2,1.8,0.3668510914,740_1_GPU_Execution_time,2
MatrixMultiplication,amd,3,18,2,6,10,2,4,2,2,2,16,2,4,2,5,3,6,19,151,2,29,2,2,512,3.4,4,32,4,34.1,870.4,32,2.133,0.3689329624,740_1_CPU_Execution_time,1
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,8388608,0.98,1.033,1152,2,192.2,2257.9,2,6,0.369035005569,760_GPU_Execution_time,6
matvecmul,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,2,63,0,0,8192,3.4,4,32,4,34.1,870.4,32,2.133,0.3705141544,740_1_CPU_Execution_time,1
correlation,polybench,4,26,0,14,12,1,21,5,3,0,9,1,21,2,0,4,8,30,136,16,294,6,6,512,0.993,1.003,384,2,28.8,762,2,1.8,0.3706538677,740_1_GPU_Execution_time,2
BinomialOption ,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,131072,0.993,1.003,384,2,28.8,762,2,1.8,0.3714981079,740_1_GPU_Execution_time,2
BinomialOption ,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,16384,3.2,3.4,16,8,25.6,409.6,32,1.6,0.372089862823,760_CPU_Execution_time,5
FloydWarshall ,amd,1,2,0,3,2,0,2,1,0,0,1,0,2,0,0,0,3,3,19,0,55,0,1,1024,3.4,4,32,4,34.1,870.4,32,2.133,0.3724000454,740_1_CPU_Execution_time,1
BlackScholesDP ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,262144,0.98,1.033,1152,2,192.2,2257.9,2,6,0.372474908829,760_GPU_Execution_time,6
BlackScholesDP ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,4194304,3.4,4,32,4,34.1,870.4,32,2.133,0.373145103455,740_2_CPU_Execution_time,3
BinomialOptionMultiGPU,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,131072,0.993,1.003,384,2,28.8,762,2,1.8,0.3731720448,740_1_GPU_Execution_time,2
BlackScholesDP ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,4194304,3.2,3.4,16,8,25.6,409.6,32,1.6,0.37717795372,760_CPU_Execution_time,5
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,1024,3.2,3.4,16,8,25.6,409.6,32,1.6,0.3795220852,760_CPU_Execution_time,5
syr2k,polybench,1,6,0,6,2,4,2,0,0,0,3,1,2,0,0,1,4,7,35,6,31,0,0,1024,3.2,3.4,16,8,25.6,409.6,32,1.6,0.3799300194,760_CPU_Execution_time,5
